ENS,symbol
ENSMUSG00000013033,Adgrl1
ENSMUSG00000005470,Asf1b
ENSMUSG00000005469,Prkaca
ENSMUSG00000079003,Samd1
ENSMUSG00000046408,1700067K01Rik
ENSMUSG00000074217,Misp3
ENSMUSG00000047986,Palm3
ENSMUSG00000005465,Il27ra
ENSMUSG00000045232,Rln3
ENSMUSG00000074215,Gm10643
ENSMUSG00000031706,Rfx1
ENSMUSG00000037103,Dcaf15
ENSMUSG00000012889,Podnl1
ENSMUSG00000036686,Cc2d1a
ENSMUSG00000008129,4930432K21Rik
ENSMUSG00000056155,Nanos3
ENSMUSG00000035671,Zswim4
ENSMUSG00000019362,D8Ertd738e
ENSMUSG00000004996,Mri1
ENSMUSG00000004994,Ccdc130
ENSMUSG00000034656,Cacna1a
ENSMUSG00000053560,Ier2
ENSMUSG00000001910,Nacc1
ENSMUSG00000001909,Trmt1
ENSMUSG00000001911,Nfix
ENSMUSG00000034041,Lyl1
ENSMUSG00000074203,G430095P16Rik
ENSMUSG00000053226,Dand5
ENSMUSG00000033751,Gadd45gip1
ENSMUSG00000003813,Rad23a
ENSMUSG00000003814,Calr
ENSMUSG00000003808,Farsa
ENSMUSG00000003824,Syce2
ENSMUSG00000003809,Gcdh
ENSMUSG00000054191,Klf1
ENSMUSG00000003812,Dnase2a
ENSMUSG00000053693,Mast1
ENSMUSG00000048617,Rtbdn
ENSMUSG00000052926,Rnaseh2a
ENSMUSG00000111184,Gm49661
ENSMUSG00000005161,Prdx2
ENSMUSG00000052837,Junb
ENSMUSG00000052566,Hook2
ENSMUSG00000052819,Best2
ENSMUSG00000052456,Asna1
ENSMUSG00000041203,Trir
ENSMUSG00000031691,Tnpo2
ENSMUSG00000008167,Fbxw9
ENSMUSG00000095845,Gm5741
ENSMUSG00000060038,Dhps
ENSMUSG00000005150,Wdr83
ENSMUSG00000059355,Wdr83os
ENSMUSG00000005142,Man2b1
ENSMUSG00000074194,Zfp791
ENSMUSG00000062687,Cks1brt
ENSMUSG00000051952,Olfr371
ENSMUSG00000031696,Vps35
ENSMUSG00000031697,Orc6
ENSMUSG00000031698,Mylk3
ENSMUSG00000036934,4921524J17Rik
ENSMUSG00000031700,Gpt2
ENSMUSG00000031701,Dnaja2
ENSMUSG00000036902,Neto2
ENSMUSG00000031703,Itfg1
ENSMUSG00000036879,Phkb
ENSMUSG00000036872,Abcc12
ENSMUSG00000047866,Lonp2
ENSMUSG00000036840,Siah1a
ENSMUSG00000031652,N4bp1
ENSMUSG00000031654,Cbln1
ENSMUSG00000069971,4933402J07Rik
ENSMUSG00000045333,Zfp423
ENSMUSG00000036810,Cnep1r1
ENSMUSG00000031657,Heatr3
ENSMUSG00000036779,Tent4b
ENSMUSG00000031659,Adcy7
ENSMUSG00000031660,Brd7
ENSMUSG00000031661,Nkd1
ENSMUSG00000031662,Snx20
ENSMUSG00000055994,Nod2
ENSMUSG00000036712,Cyld
ENSMUSG00000031665,Sall1
ENSMUSG00000043668,Tox3
ENSMUSG00000110332,Gm19935
ENSMUSG00000056608,Chd9
ENSMUSG00000031666,Rbl2
ENSMUSG00000031667,Aktip
ENSMUSG00000033282,Rpgrip1l
ENSMUSG00000055932,Fto
ENSMUSG00000031734,Irx3
ENSMUSG00000031737,Irx5
ENSMUSG00000031738,Irx6
ENSMUSG00000031740,Mmp2
ENSMUSG00000033192,Lpcat2
ENSMUSG00000078144,Capns2
ENSMUSG00000055368,Slc6a2
ENSMUSG00000071047,Ces1a
ENSMUSG00000078964,Ces1b
ENSMUSG00000057400,Ces1c
ENSMUSG00000056973,Ces1d
ENSMUSG00000061959,Ces1e
ENSMUSG00000031725,Ces1f
ENSMUSG00000057074,Ces1g
ENSMUSG00000074156,Ces1h
ENSMUSG00000058019,Ces5a
ENSMUSG00000031748,Gnao1
ENSMUSG00000031751,Amfr
ENSMUSG00000031754,Nudt21
ENSMUSG00000033009,Ogfod1
ENSMUSG00000031755,Bbs2
ENSMUSG00000031757,Mt4
ENSMUSG00000031760,Mt3
ENSMUSG00000031762,Mt2
ENSMUSG00000031765,Mt1
ENSMUSG00000032939,Nup93
ENSMUSG00000031766,Slc12a3
ENSMUSG00000031770,Herpud1
ENSMUSG00000074151,Nlrc5
ENSMUSG00000034361,Cpne2
ENSMUSG00000031774,Fam192a
ENSMUSG00000050079,Rspry1
ENSMUSG00000031776,Arl2bp
ENSMUSG00000031775,Pllp
ENSMUSG00000031779,Ccl22
ENSMUSG00000031778,Cx3cl1
ENSMUSG00000031780,Ccl17
ENSMUSG00000031781,Ciapin1
ENSMUSG00000031782,Coq9
ENSMUSG00000031783,Polr2c
ENSMUSG00000040631,Dok4
ENSMUSG00000063605,Ccdc102a
ENSMUSG00000061577,Adgrg5
ENSMUSG00000031785,Adgrg1
ENSMUSG00000060470,Adgrg3
ENSMUSG00000031786,Drc7
ENSMUSG00000031787,Katnb1
ENSMUSG00000031788,Kifc3
ENSMUSG00000031789,Cngb1
ENSMUSG00000090206,Tepp
ENSMUSG00000046556,Zfp319
ENSMUSG00000031792,Usb1
ENSMUSG00000031790,Mmp15
ENSMUSG00000031796,Cfap20
ENSMUSG00000046707,Csnk2a2
ENSMUSG00000036598,Ccdc113
ENSMUSG00000048400,Prss54
ENSMUSG00000031669,Gins3
ENSMUSG00000036564,Ndrg4
ENSMUSG00000031671,Setd6
ENSMUSG00000036550,Cnot1
ENSMUSG00000061104,Sap18b
ENSMUSG00000036534,Slc38a7
ENSMUSG00000031672,Got2
ENSMUSG00000036510,Cdh8
ENSMUSG00000031673,Cdh11
ENSMUSG00000031871,Cdh5
ENSMUSG00000031872,Bean1
ENSMUSG00000035824,Tk2
ENSMUSG00000054400,Cklf
ENSMUSG00000074127,Cmtm2a
ENSMUSG00000031876,Gm45711
ENSMUSG00000110430,Cmtm1
ENSMUSG00000078953,Gm11020
ENSMUSG00000035785,Cmtm2b
ENSMUSG00000031875,Cmtm3
ENSMUSG00000096188,Cmtm4
ENSMUSG00000035770,Dync1li2
ENSMUSG00000052616,Terb1
ENSMUSG00000031878,Nae1
ENSMUSG00000031883,Car7
ENSMUSG00000048371,Pdp2
ENSMUSG00000031881,Cdh16
ENSMUSG00000031880,Rrad
ENSMUSG00000031879,Ciao2b
ENSMUSG00000055730,Ces2a
ENSMUSG00000050097,Ces2b
ENSMUSG00000061825,Ces2c
ENSMUSG00000031886,Ces2e
ENSMUSG00000062826,Ces2f
ENSMUSG00000031877,Ces2g
ENSMUSG00000091813,Ces2h
ENSMUSG00000069922,Ces3a
ENSMUSG00000062181,Ces3b
ENSMUSG00000060560,Ces4a
ENSMUSG00000031885,Cbfb
ENSMUSG00000031889,D230025D16Rik
ENSMUSG00000069920,B3gnt9
ENSMUSG00000031887,Tradd
ENSMUSG00000033313,Fbxl8
ENSMUSG00000033249,Hsf4
ENSMUSG00000014776,Nol3
ENSMUSG00000014837,4931428F04Rik
ENSMUSG00000043251,Exoc3l
ENSMUSG00000014859,E2f4
ENSMUSG00000014791,Elmo3
ENSMUSG00000041679,Lrrc29
ENSMUSG00000014856,Tmem208
ENSMUSG00000014778,Fhod1
ENSMUSG00000014786,Slc9a5
ENSMUSG00000014782,Plekhg4
ENSMUSG00000051648,Kctd19
ENSMUSG00000054320,Lrrc36
ENSMUSG00000014846,Tppp3
ENSMUSG00000039199,Zdhhc1
ENSMUSG00000031891,Hsd11b2
ENSMUSG00000013160,Atp6v0d1
ENSMUSG00000005705,Agrp
ENSMUSG00000038604,Ripor1
ENSMUSG00000005698,Ctcf
ENSMUSG00000050357,Carmil2
ENSMUSG00000038000,Acd
ENSMUSG00000005699,Pard6a
ENSMUSG00000013155,Enkd1
ENSMUSG00000013158,4933405L10Rik
ENSMUSG00000013150,Gfod2
ENSMUSG00000037415,Ranbp10
ENSMUSG00000031893,Tsnaxip1
ENSMUSG00000036672,Cenpt
ENSMUSG00000036442,Thap11
ENSMUSG00000008450,Nutf2
ENSMUSG00000036270,Edc4
ENSMUSG00000044287,Nrn1l
ENSMUSG00000048310,Pskh1
ENSMUSG00000031896,Ctrl
ENSMUSG00000031897,Psmb10
ENSMUSG00000035237,Lcat
ENSMUSG00000017765,Slc12a4
ENSMUSG00000031898,Dpep3
ENSMUSG00000053687,Dpep2
ENSMUSG00000115067,Dpep2
ENSMUSG00000031901,Dus2
ENSMUSG00000115768,Dpep2nb
ENSMUSG00000045538,Ddx28
ENSMUSG00000031902,Nfatc3
ENSMUSG00000084128,Esrp2
ENSMUSG00000031903,Pla2g15
ENSMUSG00000031904,Slc7a6
ENSMUSG00000033106,Slc7a6os
ENSMUSG00000060098,Prmt7
ENSMUSG00000031906,Smpd3
ENSMUSG00000031907,Zfp90
ENSMUSG00000061048,Cdh3
ENSMUSG00000000303,Cdh1
ENSMUSG00000041949,Tango6
ENSMUSG00000031910,Has3
ENSMUSG00000046691,Chtf8
ENSMUSG00000117748,Gm50241
ENSMUSG00000041438,Utp4
ENSMUSG00000041308,Sntb2
ENSMUSG00000031913,Vps4a
ENSMUSG00000078931,Pdf
ENSMUSG00000031916,Cog8
ENSMUSG00000031917,Nip7
ENSMUSG00000031919,Tmed6
ENSMUSG00000031921,Terf2
ENSMUSG00000031924,Cyb5b
ENSMUSG00000003847,Nfat5
ENSMUSG00000003849,Nqo1
ENSMUSG00000003848,Nob1
ENSMUSG00000031930,Wwp2
ENSMUSG00000039067,Psmd7
ENSMUSG00000038872,Zfhx3
ENSMUSG00000031727,Pmfbp1
ENSMUSG00000037993,Dhx38
ENSMUSG00000031723,Txnl4b
ENSMUSG00000031722,Hp
ENSMUSG00000031730,Dhodh
ENSMUSG00000048827,Pkd1l3
ENSMUSG00000031729,Ist1
ENSMUSG00000031728,Zfp821
ENSMUSG00000069895,Atxn1l
ENSMUSG00000031731,Ap1g1
ENSMUSG00000031732,Phlpp2
ENSMUSG00000001672,Marveld3
ENSMUSG00000001670,Tat
ENSMUSG00000035930,Chst4
ENSMUSG00000044676,Zfp612
ENSMUSG00000091041,Gm17720
ENSMUSG00000095941,Tle7
ENSMUSG00000003657,Calb2
ENSMUSG00000046441,Cmtr2
ENSMUSG00000059854,Hydin
ENSMUSG00000010936,Vac14
ENSMUSG00000033763,Mtss2
ENSMUSG00000031750,Il34
ENSMUSG00000033732,Sf3b3
ENSMUSG00000031753,Cog4
ENSMUSG00000033703,Fcsk
ENSMUSG00000031749,St3gal2
ENSMUSG00000015023,Ddx19a
ENSMUSG00000033658,Ddx19b
ENSMUSG00000031960,Aars
ENSMUSG00000109941,Exosc6
ENSMUSG00000033633,Clec18a
ENSMUSG00000033624,Pdpr
ENSMUSG00000003316,Glg1
ENSMUSG00000033596,Rfwd3
ENSMUSG00000012519,Mlkl
ENSMUSG00000033579,Fa2h
ENSMUSG00000031959,Wdr59
ENSMUSG00000033545,Znrf1
ENSMUSG00000031958,Ldhd
ENSMUSG00000055835,Zfp1
ENSMUSG00000031957,Ctrb1
ENSMUSG00000031955,Bcar1
ENSMUSG00000031954,Cfdp1
ENSMUSG00000031953,Tmem170
ENSMUSG00000031952,Chst5
ENSMUSG00000031951,Tmem231
ENSMUSG00000031950,Gabarapl2
ENSMUSG00000031949,Adat1
ENSMUSG00000031948,Kars
ENSMUSG00000033430,Terf2ip
ENSMUSG00000031772,Cntnap4
ENSMUSG00000078908,Mon1b
ENSMUSG00000033409,Syce1l
ENSMUSG00000053399,Adamts18
ENSMUSG00000031767,Nudt7
ENSMUSG00000046844,Vat1l
ENSMUSG00000008874,Clec3a
ENSMUSG00000004637,Wwox
ENSMUSG00000055435,Maf
ENSMUSG00000034467,Dynlrb2
ENSMUSG00000031758,Cdyl2
ENSMUSG00000014633,Cmc2
ENSMUSG00000031756,Cenpn
ENSMUSG00000047388,Atmin
ENSMUSG00000031847,1700030J22Rik
ENSMUSG00000034424,Gcsh
ENSMUSG00000034416,Pkd1l2
ENSMUSG00000031845,Bco1
ENSMUSG00000052557,Gan
ENSMUSG00000034390,Cmip
ENSMUSG00000034330,Plcg2
ENSMUSG00000034308,Sdr42e1
ENSMUSG00000031844,Hsd17b2
ENSMUSG00000031843,Mphosph6
ENSMUSG00000031841,Cdh13
ENSMUSG00000031839,Hsbp1
ENSMUSG00000074064,Mlycd
ENSMUSG00000074063,Osgin1
ENSMUSG00000031837,Necab2
ENSMUSG00000034224,Slc38a8
ENSMUSG00000031835,Mbtps1
ENSMUSG00000034189,Hsdl1
ENSMUSG00000031831,Dnaaf1
ENSMUSG00000031832,Taf1c
ENSMUSG00000024266,Adad2
ENSMUSG00000045246,Kcng4
ENSMUSG00000023336,Wfdc1
ENSMUSG00000034112,Atp2c2
ENSMUSG00000034105,Meak7
ENSMUSG00000031827,Cotl1
ENSMUSG00000031828,Klhl36
ENSMUSG00000031826,Usp10
ENSMUSG00000092329,Galnt2l
ENSMUSG00000031825,Crispld2
ENSMUSG00000031823,Zdhhc7
ENSMUSG00000031824,6430548M08Rik
ENSMUSG00000042269,Fam92b
ENSMUSG00000031822,Gse1
ENSMUSG00000031821,Gins2
ENSMUSG00000043687,1190005I06Rik
ENSMUSG00000097919,Gm27021
ENSMUSG00000031819,Emc8
ENSMUSG00000031818,Cox4i1
ENSMUSG00000041515,Irf8
ENSMUSG00000042812,Foxf1
ENSMUSG00000031816,Mthfsd
ENSMUSG00000046714,Foxc2
ENSMUSG00000097084,Foxl1
ENSMUSG00000031809,1700018B08Rik
ENSMUSG00000052934,Fbxo31
ENSMUSG00000031812,Map1lc3b
ENSMUSG00000061410,Zcchc14
ENSMUSG00000025318,Jph3
ENSMUSG00000040263,Klhdc4
ENSMUSG00000040010,Slc7a5
ENSMUSG00000025317,Car5a
ENSMUSG00000025316,Banp
ENSMUSG00000043903,Zfp469
ENSMUSG00000049577,Zfpm1
ENSMUSG00000039079,Trhr2
ENSMUSG00000017478,Zc3h18
ENSMUSG00000046108,Il17c
ENSMUSG00000006519,Cyba
ENSMUSG00000006517,Mvd
ENSMUSG00000006587,Snai3
ENSMUSG00000014470,Rnf166
ENSMUSG00000049482,Ctu2
ENSMUSG00000014444,Piezo1
ENSMUSG00000006585,Cdt1
ENSMUSG00000006589,Aprt
ENSMUSG00000015027,Galns
ENSMUSG00000015013,Trappc2l
ENSMUSG00000069867,Pabpn1l
ENSMUSG00000006362,Cbfa2t3
ENSMUSG00000015016,Acsf3
ENSMUSG00000031962,Cdh15
ENSMUSG00000035569,Ankrd11
ENSMUSG00000000738,Spg7
ENSMUSG00000000740,Rpl13
ENSMUSG00000034796,Cpne7
ENSMUSG00000000739,Sult5a1
ENSMUSG00000019278,Dpep1
ENSMUSG00000000743,Chmp1a
ENSMUSG00000048478,Spata33
ENSMUSG00000033862,Cdk10
ENSMUSG00000033594,Spata2l
ENSMUSG00000001062,Vps9d1
ENSMUSG00000001065,Zfp276
ENSMUSG00000032815,Fanca
ENSMUSG00000010154,Spire2
ENSMUSG00000001472,Tcf25
ENSMUSG00000074037,Mc1r
ENSMUSG00000062380,Tubb3
ENSMUSG00000001482,Def8
ENSMUSG00000031967,Afg3l1
ENSMUSG00000031970,Dbndd1
ENSMUSG00000040220,Gas8
ENSMUSG00000039960,Rhou
ENSMUSG00000019478,Rab4a
ENSMUSG00000031971,Ccsap
ENSMUSG00000031972,Acta1
ENSMUSG00000039509,Nup133
ENSMUSG00000031974,Abcb10
ENSMUSG00000038697,Taf5l
ENSMUSG00000031976,Urb2
ENSMUSG00000089704,Galnt2
ENSMUSG00000050751,Pgbd5
ENSMUSG00000031979,Cog2
ENSMUSG00000031980,Agt
ENSMUSG00000031981,Capn9
ENSMUSG00000031983,2310022B05Rik
ENSMUSG00000037300,Ttc13
ENSMUSG00000031982,Arv1
ENSMUSG00000043068,Fam89a
ENSMUSG00000036913,Trim67
ENSMUSG00000031984,2810004N23Rik
ENSMUSG00000031985,Gnpat
ENSMUSG00000074030,Exoc8
ENSMUSG00000031986,Sprtn
ENSMUSG00000031987,Egln1
ENSMUSG00000056820,Tsnax
ENSMUSG00000043051,Disc1
ENSMUSG00000001995,Sipa1l2
ENSMUSG00000050930,Map10
ENSMUSG00000031851,Ntpcr
ENSMUSG00000060212,Pcnx2
ENSMUSG00000031853,Map3k21
ENSMUSG00000033998,Kcnk1
ENSMUSG00000057060,Slc35f3
ENSMUSG00000051671,Coa6
ENSMUSG00000090290,Tarbp1
ENSMUSG00000051495,Irf2bp2
ENSMUSG00000093904,Tomm20
ENSMUSG00000033931,Rbm34
ENSMUSG00000025812,Pard3
ENSMUSG00000025810,Nrp1
ENSMUSG00000025809,Itgb1
ENSMUSG00000025808,Ccdc7a
ENSMUSG00000102141,Gm3952
ENSMUSG00000056018,Ccdc7b
ENSMUSG00000078840,Gm10999
ENSMUSG00000071302,2610044O15Rik8
ENSMUSG00000091028,Gm10722
ENSMUSG00000096385,Gm11168
ENSMUSG00000096519,Gm10721
ENSMUSG00000074564,Gm10720
ENSMUSG00000095547,Gm10719
ENSMUSG00000095186,Gm10718
ENSMUSG00000095891,Gm10717
ENSMUSG00000096736,Gm17535
ENSMUSG00000096201,Gm10715
ENSMUSG00000025899,Alkbh8
ENSMUSG00000025898,Cwf19l2
ENSMUSG00000041624,Gucy1a2
ENSMUSG00000025894,Aasdhppt
ENSMUSG00000025893,Kbtbd3
ENSMUSG00000041124,Msantd4
ENSMUSG00000025892,Gria4
ENSMUSG00000025888,Casp1
ENSMUSG00000033538,Casp4
ENSMUSG00000025887,Casp12
ENSMUSG00000032006,Pdgfd
ENSMUSG00000047619,Ddi1
ENSMUSG00000047193,Dync2h1
ENSMUSG00000032002,Dcun1d5
ENSMUSG00000050578,Mmp13
ENSMUSG00000049723,Mmp12
ENSMUSG00000041620,Mmp1b
ENSMUSG00000043613,Mmp3
ENSMUSG00000047562,Mmp10
ENSMUSG00000005800,Mmp8
ENSMUSG00000070323,Mmp27
ENSMUSG00000018620,Mmp20
ENSMUSG00000018623,Mmp7
ENSMUSG00000050912,Tmem123
ENSMUSG00000057367,Birc2
ENSMUSG00000032000,Birc3
ENSMUSG00000053110,Yap1
ENSMUSG00000053070,Cfap300
ENSMUSG00000040729,Cep126
ENSMUSG00000031997,Trpc6
ENSMUSG00000031870,Pgr
ENSMUSG00000050730,Arhgap42
ENSMUSG00000039488,Cntn5
ENSMUSG00000079083,Jrkl
ENSMUSG00000079084,Ccdc82
ENSMUSG00000031925,Maml2
ENSMUSG00000090592,Gm17571
ENSMUSG00000031918,Mtmr2
ENSMUSG00000031922,Cep57
ENSMUSG00000037808,Fam76b
ENSMUSG00000032009,Sesn3
ENSMUSG00000037419,Endod1
ENSMUSG00000053914,Kdm4d
ENSMUSG00000004096,Cwc15
ENSMUSG00000013076,Amotl1
ENSMUSG00000036912,Piwil4
ENSMUSG00000049307,Fut4
ENSMUSG00000031927,1700012B09Rik
ENSMUSG00000031931,Ankrd49
ENSMUSG00000031928,Mre11a
ENSMUSG00000031932,Gpr83
ENSMUSG00000031933,Izumo1r
ENSMUSG00000031934,Panx1
ENSMUSG00000031936,Hephl1
ENSMUSG00000031937,Vstm5
ENSMUSG00000031935,Med17
ENSMUSG00000031938,4931406C07Rik
ENSMUSG00000031939,Taf1d
ENSMUSG00000046111,Cep295
ENSMUSG00000058173,Smco4
ENSMUSG00000039977,Deup1
ENSMUSG00000043885,Slc36a4
ENSMUSG00000050901,Mtnr1b
ENSMUSG00000074505,Fat3
ENSMUSG00000001774,Chordc1
ENSMUSG00000043943,Naalad2
ENSMUSG00000074502,Ubtfl1
ENSMUSG00000047508,Mbd3l2
ENSMUSG00000074500,Zfp558
ENSMUSG00000038691,Mbd3l1
ENSMUSG00000109564,Muc16
ENSMUSG00000054141,Olfr24
ENSMUSG00000078116,Olfr828
ENSMUSG00000051414,Olfr829
ENSMUSG00000062868,Olfr830
ENSMUSG00000095957,Olfr832
ENSMUSG00000095525,Olfr834
ENSMUSG00000045204,Olfr835
ENSMUSG00000059303,Olfr836
ENSMUSG00000110621,Olfr837
ENSMUSG00000110519,Olfr839-ps1
ENSMUSG00000048391,Olfr843
ENSMUSG00000049229,Olfr844
ENSMUSG00000061614,Olfr845
ENSMUSG00000058692,Olfr846
ENSMUSG00000059821,Olfr847
ENSMUSG00000052182,Olfr849
ENSMUSG00000094535,Olfr850
ENSMUSG00000052625,Olfr851
ENSMUSG00000051160,Olfr853
ENSMUSG00000095667,Olfr854
ENSMUSG00000043087,Olfr855
ENSMUSG00000057551,Zfp317
ENSMUSG00000094678,Olfr857
ENSMUSG00000058659,Olfr58
ENSMUSG00000095448,Olfr859
ENSMUSG00000066905,Olfr860
ENSMUSG00000063842,Olfr862
ENSMUSG00000051118,Olfr77
ENSMUSG00000050803,Olfr866
ENSMUSG00000044454,Olfr867
ENSMUSG00000044106,Olfr868
ENSMUSG00000058491,Olfr869
ENSMUSG00000066899,Olfr870
ENSMUSG00000061457,Olfr871
ENSMUSG00000066897,Olfr872
ENSMUSG00000059623,Olfr39
ENSMUSG00000049028,Olfr873
ENSMUSG00000066896,Olfr18
ENSMUSG00000045519,Zfp560
ENSMUSG00000063108,Zfp26
ENSMUSG00000059475,Zfp426
ENSMUSG00000060510,Zfp266
ENSMUSG00000058192,Zfp846
ENSMUSG00000066892,Fbxl12
ENSMUSG00000084786,Ubl5
ENSMUSG00000032171,Pin1
ENSMUSG00000032172,Olfm2
ENSMUSG00000004098,Col5a3
ENSMUSG00000053773,Rdh8
ENSMUSG00000038884,Shfl
ENSMUSG00000038742,Angptl6
ENSMUSG00000004100,Ppan
ENSMUSG00000070319,Eif3g
ENSMUSG00000004099,Dnmt1
ENSMUSG00000043895,S1pr2
ENSMUSG00000003299,Mrpl4
ENSMUSG00000037405,Icam1
ENSMUSG00000001014,Icam4
ENSMUSG00000032174,Icam5
ENSMUSG00000079681,Zglp1
ENSMUSG00000111692,Gm49373
ENSMUSG00000111497,Gm38431
ENSMUSG00000079677,Fdx2
ENSMUSG00000010205,Raver1
ENSMUSG00000032175,Tyk2
ENSMUSG00000019471,Cdc37
ENSMUSG00000032177,Pde4a
ENSMUSG00000003308,Keap1
ENSMUSG00000045087,S1pr5
ENSMUSG00000002820,Atg4d
ENSMUSG00000035047,Kri1
ENSMUSG00000096472,Cdkn2d
ENSMUSG00000003309,Ap1m2
ENSMUSG00000057193,Slc44a2
ENSMUSG00000032178,Ilf3
ENSMUSG00000002825,Qtrt1
ENSMUSG00000033335,Dnm2
ENSMUSG00000032180,Tmed1
ENSMUSG00000057191,AB124611
ENSMUSG00000032185,Carm1
ENSMUSG00000032182,Yipf2
ENSMUSG00000048429,Timm29
ENSMUSG00000032187,Smarca4
ENSMUSG00000032193,Ldlr
ENSMUSG00000074476,Spc24
ENSMUSG00000032194,Kank2
ENSMUSG00000032198,Dock6
ENSMUSG00000047822,Angptl8
ENSMUSG00000019066,Rab3d
ENSMUSG00000040883,Tmem205
ENSMUSG00000006241,Ccdc159
ENSMUSG00000040563,Plppr2
ENSMUSG00000051238,Swsap1
ENSMUSG00000006235,Epor
ENSMUSG00000040146,Rgl3
ENSMUSG00000039632,Ccdc151
ENSMUSG00000003402,Prkcsh
ENSMUSG00000003410,Elavl3
ENSMUSG00000111842,Gm49318
ENSMUSG00000038895,Zfp653
ENSMUSG00000066839,Ecsit
ENSMUSG00000001349,Cnn1
ENSMUSG00000013822,Elof1
ENSMUSG00000001348,Acp5
ENSMUSG00000010607,Pigyl
ENSMUSG00000074472,Zfp872
ENSMUSG00000057982,Zfp809
ENSMUSG00000062794,Zfp599
ENSMUSG00000066829,Zfp810
ENSMUSG00000036777,Anln
ENSMUSG00000032239,Rp9
ENSMUSG00000036411,9530077C05Rik
ENSMUSG00000091159,Gm17545
ENSMUSG00000035919,Bbs9
ENSMUSG00000031963,Bmper
ENSMUSG00000043659,Npsr1
ENSMUSG00000043067,Dpy19l1
ENSMUSG00000085576,Dpy19l2
ENSMUSG00000047995,Cypt4
ENSMUSG00000031965,Tbx20
ENSMUSG00000066810,Gm10181
ENSMUSG00000008429,Herpud2
ENSMUSG00000001833,Septin7
ENSMUSG00000036611,Eepd1
ENSMUSG00000045994,B3gat1
ENSMUSG00000036395,Glb1l2
ENSMUSG00000031966,Glb1l3
ENSMUSG00000079644,Gm1110
ENSMUSG00000031969,Acad8
ENSMUSG00000035443,Thyn1
ENSMUSG00000031988,Vps26b
ENSMUSG00000035024,Ncapd3
ENSMUSG00000031990,Jam3
ENSMUSG00000034275,Igsf9b
ENSMUSG00000031991,Spata19
ENSMUSG00000062257,Opcml
ENSMUSG00000059974,Ntm
ENSMUSG00000031993,Snx19
ENSMUSG00000033453,Adamts15
ENSMUSG00000031994,Adamts8
ENSMUSG00000047412,Zbtb44
ENSMUSG00000031995,St14
ENSMUSG00000031996,Aplp2
ENSMUSG00000042496,Prdm10
ENSMUSG00000042185,Nfrkb
ENSMUSG00000041737,Tmem45b
ENSMUSG00000032033,Barx2
ENSMUSG00000041444,Arhgap32
ENSMUSG00000032034,Kcnj5
ENSMUSG00000041248,Kcnj1
ENSMUSG00000016087,Fli1
ENSMUSG00000032035,Ets1
ENSMUSG00000032036,Kirrel3
ENSMUSG00000032038,St3gal4
ENSMUSG00000032040,Dcps
ENSMUSG00000032041,Tirap
ENSMUSG00000032042,Srpr
ENSMUSG00000039048,Foxred1
ENSMUSG00000050471,Fam118b
ENSMUSG00000032044,Rpusd4
ENSMUSG00000038119,Cdon
ENSMUSG00000098590,Gm1113
ENSMUSG00000032101,Ddx25
ENSMUSG00000032103,Pus3
ENSMUSG00000050555,Hyls1
ENSMUSG00000074452,Pate2
ENSMUSG00000032099,Pate4
ENSMUSG00000094995,Pate3
ENSMUSG00000091215,Pate1
ENSMUSG00000091174,Pate10
ENSMUSG00000090738,Pate7
ENSMUSG00000098847,Gm27235
ENSMUSG00000032108,Pate6
ENSMUSG00000047980,Pate5
ENSMUSG00000078934,Pate13
ENSMUSG00000091411,Gm5916
ENSMUSG00000023093,Pate12
ENSMUSG00000090710,Pate11
ENSMUSG00000074448,Pate9
ENSMUSG00000091248,Pate8
ENSMUSG00000070313,Pate14
ENSMUSG00000032110,Acrv1
ENSMUSG00000032113,Chek1
ENSMUSG00000032116,Stt3a
ENSMUSG00000062762,Ei24
ENSMUSG00000032118,Fez1
ENSMUSG00000035934,Pknox2
ENSMUSG00000032121,Tmem218
ENSMUSG00000032122,Slc37a2
ENSMUSG00000034303,Ccdc15
ENSMUSG00000046240,Hepacam
ENSMUSG00000032125,Robo4
ENSMUSG00000032128,Robo3
ENSMUSG00000042138,Msantd2
ENSMUSG00000001946,Esam
ENSMUSG00000001943,Vsig2
ENSMUSG00000053310,Nrgn
ENSMUSG00000001942,Siae
ENSMUSG00000001948,Spa17
ENSMUSG00000011114,Tbrg1
ENSMUSG00000011118,Panx3
ENSMUSG00000061165,Olfr160
ENSMUSG00000063350,Olfr874
ENSMUSG00000058628,Olfr875
ENSMUSG00000066750,Olfr876
ENSMUSG00000066749,Olfr877
ENSMUSG00000066748,Olfr145
ENSMUSG00000066747,Olfr878
ENSMUSG00000060583,Olfr881
ENSMUSG00000094461,Olfr883
ENSMUSG00000095893,Olfr884
ENSMUSG00000096424,Olfr885
ENSMUSG00000096167,Olfr887
ENSMUSG00000095527,Olfr888
ENSMUSG00000096356,Olfr889
ENSMUSG00000096409,Olfr890
ENSMUSG00000045528,Olfr891
ENSMUSG00000093901,Olfr893
ENSMUSG00000070311,Olfr894
ENSMUSG00000094778,Olfr143
ENSMUSG00000096427,Olfr895
ENSMUSG00000111814,Olfr896-ps1
ENSMUSG00000058270,Olfr25
ENSMUSG00000094588,Olfr898
ENSMUSG00000049864,Olfr250
ENSMUSG00000096757,Olfr251
ENSMUSG00000049098,Olfr147
ENSMUSG00000052058,Olfr901
ENSMUSG00000049334,Olfr902
ENSMUSG00000094380,Olfr904
